year,state,county,commodity,value
2022,ILLINOIS,COLES,CUT CHRISTMAS TREES,X
2022,ILLINOIS,CUMBERLAND,CUT CHRISTMAS TREES,X
2022,ILLINOIS,EFFINGHAM,CUT CHRISTMAS TREES,X
2022,ILLINOIS,MOULTRIE,CUT CHRISTMAS TREES,X
2022,ILLINOIS,SHELBY,CUT CHRISTMAS TREES,X
2022,ILLINOIS,COOK,CUT CHRISTMAS TREES,X
2022,ILLINOIS,KANE,CUT CHRISTMAS TREES,X
2022,ILLINOIS,KENDALL,CUT CHRISTMAS TREES,X
2022,ILLINOIS,LAKE,CUT CHRISTMAS TREES,X
2022,ILLINOIS,WILL,CUT CHRISTMAS TREES,X
2022,ILLINOIS,HENRY,CUT CHRISTMAS TREES,X
2022,ILLINOIS,LEE,CUT CHRISTMAS TREES,X
2022,ILLINOIS,MERCER,CUT CHRISTMAS TREES,X
2022,ILLINOIS,STEPHENSON,CUT CHRISTMAS TREES,X
2022,ILLINOIS,EDWARDS,CUT CHRISTMAS TREES,X
2022,ILLINOIS,JEFFERSON,CUT CHRISTMAS TREES,X
2022,ILLINOIS,UNION,CUT CHRISTMAS TREES,X
2022,ILLINOIS,WILLIAMSON,CUT CHRISTMAS TREES,X
2022,ILLINOIS,ADAMS,CUT CHRISTMAS TREES,X
2022,ILLINOIS,HANCOCK,CUT CHRISTMAS TREES,X
2022,ILLINOIS,KNOX,CUT CHRISTMAS TREES,X
2022,ILLINOIS,CASS,CUT CHRISTMAS TREES,X
2022,ILLINOIS,CHRISTIAN,CUT CHRISTMAS TREES,X
2022,ILLINOIS,MADISON,CUT CHRISTMAS TREES,X
2022,ILLINOIS,PIKE,CUT CHRISTMAS TREES,X
2022,INDIANA,BOONE,CUT CHRISTMAS TREES,X
2022,INDIANA,CLINTON,CUT CHRISTMAS TREES,X
2022,INDIANA,DECATUR,CUT CHRISTMAS TREES,X
2022,INDIANA,HAMILTON,CUT CHRISTMAS TREES,X
2022,INDIANA,HANCOCK,CUT CHRISTMAS TREES,X
2022,INDIANA,HENDRICKS,CUT CHRISTMAS TREES,X
2022,INDIANA,HOWARD,CUT CHRISTMAS TREES,X
2022,INDIANA,JOHNSON,CUT CHRISTMAS TREES,X
2022,INDIANA,MORGAN,CUT CHRISTMAS TREES,X
2022,INDIANA,RUSH,CUT CHRISTMAS TREES,X
2022,INDIANA,SHELBY,CUT CHRISTMAS TREES,X
2022,INDIANA,FAYETTE,CUT CHRISTMAS TREES,X
2022,INDIANA,HENRY,CUT CHRISTMAS TREES,X
2022,INDIANA,RANDOLPH,CUT CHRISTMAS TREES,X
2022,INDIANA,CASS,CUT CHRISTMAS TREES,X
2022,INDIANA,ELKHART,CUT CHRISTMAS TREES,X
2022,INDIANA,ST. JOSEPH,CUT CHRISTMAS TREES,X
2022,INDIANA,NOBLE,CUT CHRISTMAS TREES,X
2022,INDIANA,STEUBEN,CUT CHRISTMAS TREES,X
2022,INDIANA,JASPER,CUT CHRISTMAS TREES,X
2022,INDIANA,STARKE,CUT CHRISTMAS TREES,X
2022,INDIANA,WHITE,CUT CHRISTMAS TREES,X
2022,INDIANA,BROWN,CUT CHRISTMAS TREES,X
2022,INDIANA,CRAWFORD,CUT CHRISTMAS TREES,X
2022,INDIANA,MONROE,CUT CHRISTMAS TREES,X
2022,INDIANA,CLARK,CUT CHRISTMAS TREES,X
2022,INDIANA,RIPLEY,CUT CHRISTMAS TREES,X
2022,INDIANA,GREENE,CUT CHRISTMAS TREES,X
2022,INDIANA,PIKE,CUT CHRISTMAS TREES,X
2022,INDIANA,WARREN,CUT CHRISTMAS TREES,X
2022,IOWA,BOONE,CUT CHRISTMAS TREES,X
2022,IOWA,DALLAS,CUT CHRISTMAS TREES,X
2022,IOWA,GRUNDY,CUT CHRISTMAS TREES,X
2022,IOWA,MARSHALL,CUT CHRISTMAS TREES,X
2022,IOWA,POLK,CUT CHRISTMAS TREES,X
2022,IOWA,POWESHIEK,CUT CHRISTMAS TREES,X
2022,IOWA,STORY,CUT CHRISTMAS TREES,X
2022,IOWA,TAMA,CUT CHRISTMAS TREES,X
2022,IOWA,CEDAR,CUT CHRISTMAS TREES,X
2022,IOWA,CLINTON,CUT CHRISTMAS TREES,X
2022,IOWA,IOWA,CUT CHRISTMAS TREES,X
2022,IOWA,JACKSON,CUT CHRISTMAS TREES,X
2022,IOWA,JOHNSON,CUT CHRISTMAS TREES,X
2022,IOWA,BUTLER,CUT CHRISTMAS TREES,X
2022,IOWA,CERRO GORDO,CUT CHRISTMAS TREES,X
2022,IOWA,FRANKLIN,CUT CHRISTMAS TREES,X
2022,IOWA,KOSSUTH,CUT CHRISTMAS TREES,X
2022,IOWA,MITCHELL,CUT CHRISTMAS TREES,X
2022,IOWA,WINNEBAGO,CUT CHRISTMAS TREES,X
2022,IOWA,WORTH,CUT CHRISTMAS TREES,X
2022,IOWA,WRIGHT,CUT CHRISTMAS TREES,X
2022,IOWA,BLACK HAWK,CUT CHRISTMAS TREES,X
2022,IOWA,BREMER,CUT CHRISTMAS TREES,X
2022,IOWA,CLAYTON,CUT CHRISTMAS TREES,X
2022,IOWA,DELAWARE,CUT CHRISTMAS TREES,X
2022,IOWA,FAYETTE,CUT CHRISTMAS TREES,X
2022,IOWA,LYON,CUT CHRISTMAS TREES,X
2022,IOWA,DECATUR,CUT CHRISTMAS TREES,X
2022,IOWA,LUCAS,CUT CHRISTMAS TREES,X
2022,IOWA,MADISON,CUT CHRISTMAS TREES,X
2022,IOWA,MONROE,CUT CHRISTMAS TREES,X
2022,IOWA,WARREN,CUT CHRISTMAS TREES,X
2022,IOWA,DES MOINES,CUT CHRISTMAS TREES,X
2022,IOWA,LEE,CUT CHRISTMAS TREES,X
2022,IOWA,MAHASKA,CUT CHRISTMAS TREES,X
2022,IOWA,VAN BUREN,CUT CHRISTMAS TREES,X
2022,IOWA,WASHINGTON,CUT CHRISTMAS TREES,X
2022,IOWA,ADAIR,CUT CHRISTMAS TREES,X
2022,IOWA,ADAMS,CUT CHRISTMAS TREES,X
2022,IOWA,POTTAWATTAMIE,CUT CHRISTMAS TREES,X
2022,IOWA,AUDUBON,CUT CHRISTMAS TREES,X
2022,IOWA,CARROLL,CUT CHRISTMAS TREES,X
2022,IOWA,GREENE,CUT CHRISTMAS TREES,X
2022,KANSAS,DOUGLAS,CUT CHRISTMAS TREES,X
2022,KANSAS,WABAUNSEE,CUT CHRISTMAS TREES,X
2022,KANSAS,KINGMAN,CUT CHRISTMAS TREES,X
2022,KANSAS,KIOWA,CUT CHRISTMAS TREES,X
2022,KANSAS,STAFFORD,CUT CHRISTMAS TREES,X
2022,KENTUCKY,CLARK,CUT CHRISTMAS TREES,X
2022,KENTUCKY,FAYETTE,CUT CHRISTMAS TREES,X
2022,KENTUCKY,FLEMING,CUT CHRISTMAS TREES,X
2022,KENTUCKY,GARRARD,CUT CHRISTMAS TREES,X
2022,KENTUCKY,MADISON,CUT CHRISTMAS TREES,X
2022,KENTUCKY,MERCER,CUT CHRISTMAS TREES,X
2022,KENTUCKY,WASHINGTON,CUT CHRISTMAS TREES,X
2022,KENTUCKY,BARREN,CUT CHRISTMAS TREES,X
2022,KENTUCKY,MEADE,CUT CHRISTMAS TREES,X
2022,KENTUCKY,TAYLOR,CUT CHRISTMAS TREES,X
2022,KENTUCKY,WARREN,CUT CHRISTMAS TREES,X
2022,KENTUCKY,ESTILL,CUT CHRISTMAS TREES,X
2022,KENTUCKY,KNOX,CUT CHRISTMAS TREES,X
2022,KENTUCKY,LAUREL,CUT CHRISTMAS TREES,X
2022,KENTUCKY,MENIFEE,CUT CHRISTMAS TREES,X
2022,KENTUCKY,DAVIESS,CUT CHRISTMAS TREES,X
2022,KENTUCKY,LOGAN,CUT CHRISTMAS TREES,X
2022,KENTUCKY,BOONE,CUT CHRISTMAS TREES,X
2022,KENTUCKY,CARROLL,CUT CHRISTMAS TREES,X
2022,KENTUCKY,OLDHAM,CUT CHRISTMAS TREES,X
2022,LOUISIANA,GRANT,CUT CHRISTMAS TREES,X
2022,LOUISIANA,WEST BATON ROUGE,CUT CHRISTMAS TREES,X
2022,LOUISIANA,EAST FELICIANA,CUT CHRISTMAS TREES,X
2022,LOUISIANA,LIVINGSTON,CUT CHRISTMAS TREES,X
2022,LOUISIANA,SAINT TAMMANY,CUT CHRISTMAS TREES,X
2022,LOUISIANA,WASHINGTON,CUT CHRISTMAS TREES,X
2022,LOUISIANA,OUACHITA,CUT CHRISTMAS TREES,X
2022,LOUISIANA,RICHLAND,CUT CHRISTMAS TREES,X
2022,LOUISIANA,WEBSTER,CUT CHRISTMAS TREES,X
2022,LOUISIANA,LAFAYETTE,CUT CHRISTMAS TREES,X
2022,LOUISIANA,ALLEN,CUT CHRISTMAS TREES,X
2022,MAINE,WASHINGTON,CUT CHRISTMAS TREES,X
2022,MAINE,KNOX,CUT CHRISTMAS TREES,X
2022,MARYLAND,DORCHESTER,CUT CHRISTMAS TREES,X
2022,MARYLAND,WICOMICO,CUT CHRISTMAS TREES,X
2022,MARYLAND,HOWARD,CUT CHRISTMAS TREES,X
2022,MARYLAND,MONTGOMERY,CUT CHRISTMAS TREES,X
2022,MARYLAND,CALVERT,CUT CHRISTMAS TREES,X
2022,MARYLAND,CHARLES,CUT CHRISTMAS TREES,X
2022,MARYLAND,PRINCE GEORGES,CUT CHRISTMAS TREES,X
2022,MICHIGAN,MECOSTA,CUT CHRISTMAS TREES,X
2022,MICHIGAN,MONTCALM,CUT CHRISTMAS TREES,X
2022,MICHIGAN,OSCEOLA,CUT CHRISTMAS TREES,X
2022,MICHIGAN,BAY,CUT CHRISTMAS TREES,X
2022,MICHIGAN,HURON,CUT CHRISTMAS TREES,X
2022,MICHIGAN,ALCONA,CUT CHRISTMAS TREES,X
2022,MICHIGAN,IOSCO,CUT CHRISTMAS TREES,X
2022,MICHIGAN,BENZIE,CUT CHRISTMAS TREES,X
2022,MICHIGAN,CHARLEVOIX,CUT CHRISTMAS TREES,X
2022,MICHIGAN,HILLSDALE,CUT CHRISTMAS TREES,X
2022,MICHIGAN,ST JOSEPH,CUT CHRISTMAS TREES,X
2022,MICHIGAN,MACOMB,CUT CHRISTMAS TREES,X
2022,MICHIGAN,WAYNE,CUT CHRISTMAS TREES,X
2022,MICHIGAN,ALLEGAN,CUT CHRISTMAS TREES,X
2022,MICHIGAN,BERRIEN,CUT CHRISTMAS TREES,X
2022,MICHIGAN,CASS,CUT CHRISTMAS TREES,X
2022,MICHIGAN,VAN BUREN,CUT CHRISTMAS TREES,X
2022,MICHIGAN,ALGER,CUT CHRISTMAS TREES,X
2022,MICHIGAN,DICKINSON,CUT CHRISTMAS TREES,X
2022,MICHIGAN,HOUGHTON,CUT CHRISTMAS TREES,X
2022,MICHIGAN,MACKINAC,CUT CHRISTMAS TREES,X
2022,MICHIGAN,MARQUETTE,CUT CHRISTMAS TREES,X
2022,MICHIGAN,ONTONAGON,CUT CHRISTMAS TREES,X
2022,MICHIGAN,LAKE,CUT CHRISTMAS TREES,X
2022,MINNESOTA,BENTON,CUT CHRISTMAS TREES,X
2022,MINNESOTA,KANDIYOHI,CUT CHRISTMAS TREES,X
2022,MINNESOTA,MCLEOD,CUT CHRISTMAS TREES,X
2022,MINNESOTA,MEEKER,CUT CHRISTMAS TREES,X
2022,MINNESOTA,TODD,CUT CHRISTMAS TREES,X
2022,MINNESOTA,AITKIN,CUT CHRISTMAS TREES,X
2022,MINNESOTA,BELTRAMI,CUT CHRISTMAS TREES,X
2022,MINNESOTA,KOOCHICHING,CUT CHRISTMAS TREES,X
2022,MINNESOTA,LAKE OF THE WOODS,CUT CHRISTMAS TREES,X
2022,MINNESOTA,BECKER,CUT CHRISTMAS TREES,X
2022,MINNESOTA,BLUE EARTH,CUT CHRISTMAS TREES,X
2022,MINNESOTA,LE SUEUR,CUT CHRISTMAS TREES,X
2022,MINNESOTA,MARTIN,CUT CHRISTMAS TREES,X
2022,MINNESOTA,FILLMORE,CUT CHRISTMAS TREES,X
2022,MINNESOTA,REDWOOD,CUT CHRISTMAS TREES,X
2022,MINNESOTA,DOUGLAS,CUT CHRISTMAS TREES,X
2022,MISSISSIPPI,LEAKE,CUT CHRISTMAS TREES,X
2022,MISSISSIPPI,DE SOTO,CUT CHRISTMAS TREES,X
2022,MISSISSIPPI,ALCORN,CUT CHRISTMAS TREES,X
2022,MISSISSIPPI,LAMAR,CUT CHRISTMAS TREES,X
2022,MISSISSIPPI,HARRISON,CUT CHRISTMAS TREES,X
2022,MISSISSIPPI,PEARL RIVER,CUT CHRISTMAS TREES,X
2022,MISSISSIPPI,HINDS,CUT CHRISTMAS TREES,X
2022,MISSOURI,COOPER,CUT CHRISTMAS TREES,X
2022,MISSOURI,LACLEDE,CUT CHRISTMAS TREES,X
2022,MISSOURI,OSAGE,CUT CHRISTMAS TREES,X
2022,MISSOURI,PETTIS,CUT CHRISTMAS TREES,X
2022,MISSOURI,SALINE,CUT CHRISTMAS TREES,X
2022,MISSOURI,FRANKLIN,CUT CHRISTMAS TREES,X
2022,MISSOURI,JEFFERSON,CUT CHRISTMAS TREES,X
2022,MISSOURI,LINCOLN,CUT CHRISTMAS TREES,X
2022,MISSOURI,ST CHARLES,CUT CHRISTMAS TREES,X
2022,MISSOURI,ST LOUIS,CUT CHRISTMAS TREES,X
2022,MISSOURI,LINN,CUT CHRISTMAS TREES,X
2022,MISSOURI,MACON,CUT CHRISTMAS TREES,X
2022,MISSOURI,SCHUYLER,CUT CHRISTMAS TREES,X
2022,MISSOURI,MARION,CUT CHRISTMAS TREES,X
2022,MISSOURI,MONROE,CUT CHRISTMAS TREES,X
2022,MISSOURI,RALLS,CUT CHRISTMAS TREES,X
2022,MISSOURI,ANDREW,CUT CHRISTMAS TREES,X
2022,MISSOURI,CLAY,CUT CHRISTMAS TREES,X
2022,MISSOURI,CLINTON,CUT CHRISTMAS TREES,X
2022,MISSOURI,GENTRY,CUT CHRISTMAS TREES,X
2022,MISSOURI,NODAWAY,CUT CHRISTMAS TREES,X
2022,MISSOURI,PLATTE,CUT CHRISTMAS TREES,X
2022,MISSOURI,WEBSTER,CUT CHRISTMAS TREES,X
2022,MISSOURI,WRIGHT,CUT CHRISTMAS TREES,X
2022,MISSOURI,CAPE GIRARDEAU,CUT CHRISTMAS TREES,X
2022,MISSOURI,CHRISTIAN,CUT CHRISTMAS TREES,X
2022,MISSOURI,LAWRENCE,CUT CHRISTMAS TREES,X
2022,MISSOURI,MCDONALD,CUT CHRISTMAS TREES,X
2022,MISSOURI,JOHNSON,CUT CHRISTMAS TREES,X
2022,MONTANA,FERGUS,CUT CHRISTMAS TREES,X
2022,MONTANA,LAKE,CUT CHRISTMAS TREES,X
2022,MONTANA,LINCOLN,CUT CHRISTMAS TREES,X
2022,MONTANA,MINERAL,CUT CHRISTMAS TREES,X
2022,MONTANA,MISSOULA,CUT CHRISTMAS TREES,X
2022,MONTANA,RAVALLI,CUT CHRISTMAS TREES,X
2022,MONTANA,MADISON,CUT CHRISTMAS TREES,X
2022,NEBRASKA,BUTLER,CUT CHRISTMAS TREES,X
2022,NEBRASKA,DOUGLAS,CUT CHRISTMAS TREES,X
2022,NEBRASKA,PLATTE,CUT CHRISTMAS TREES,X
2022,NEBRASKA,ANTELOPE,CUT CHRISTMAS TREES,X
2022,NEBRASKA,MADISON,CUT CHRISTMAS TREES,X
2022,NEBRASKA,GAGE,CUT CHRISTMAS TREES,X
2022,NEBRASKA,SALINE,CUT CHRISTMAS TREES,X
2022,NEVADA,DOUGLAS,CUT CHRISTMAS TREES,X
2022,NEVADA,NYE,CUT CHRISTMAS TREES,X
2022,NEW JERSEY,BERGEN,CUT CHRISTMAS TREES,X
2022,NEW JERSEY,PASSAIC,CUT CHRISTMAS TREES,X
2022,NEW MEXICO,SAN MIGUEL,CUT CHRISTMAS TREES,X
2022,NEW MEXICO,SAN JUAN,CUT CHRISTMAS TREES,X
2022,NEW MEXICO,SANDOVAL,CUT CHRISTMAS TREES,X
2022,NEW MEXICO,OTERO,CUT CHRISTMAS TREES,X
2022,NEW MEXICO,HIDALGO,CUT CHRISTMAS TREES,X
2022,NEW YORK,MONTGOMERY,CUT CHRISTMAS TREES,X
2022,NEW YORK,SCHENECTADY,CUT CHRISTMAS TREES,X
2022,NEW YORK,SENECA,CUT CHRISTMAS TREES,X
2022,NEW YORK,YATES,CUT CHRISTMAS TREES,X
2022,NORTH CAROLINA,BEAUFORT,CUT CHRISTMAS TREES,X
2022,NORTH CAROLINA,LENOIR,CUT CHRISTMAS TREES,X
2022,NORTH CAROLINA,CHATHAM,CUT CHRISTMAS TREES,X
2022,NORTH CAROLINA,DAVIDSON,CUT CHRISTMAS TREES,X
2022,NORTH CAROLINA,LEE,CUT CHRISTMAS TREES,X
2022,NORTH CAROLINA,ROWAN,CUT CHRISTMAS TREES,X
2022,NORTH CAROLINA,SURRY,CUT CHRISTMAS TREES,X
2022,NORTH CAROLINA,FORSYTH,CUT CHRISTMAS TREES,X
2022,NORTH CAROLINA,GUILFORD,CUT CHRISTMAS TREES,X
2022,NORTH CAROLINA,BUNCOMBE,CUT CHRISTMAS TREES,X
2022,NORTH CAROLINA,HENDERSON,CUT CHRISTMAS TREES,X
2022,NORTH DAKOTA,STEELE,CUT CHRISTMAS TREES,X
2022,NORTH DAKOTA,BOTTINEAU,CUT CHRISTMAS TREES,X
2022,NORTH DAKOTA,PEMBINA,CUT CHRISTMAS TREES,X
2022,NORTH DAKOTA,BURLEIGH,CUT CHRISTMAS TREES,X
2022,NORTH DAKOTA,MCLEAN,CUT CHRISTMAS TREES,X
2022,OHIO,MARION,CUT CHRISTMAS TREES,X
2022,OHIO,BELMONT,CUT CHRISTMAS TREES,X
2022,OHIO,HARRISON,CUT CHRISTMAS TREES,X
2022,OHIO,HOLMES,CUT CHRISTMAS TREES,X
2022,OHIO,CRAWFORD,CUT CHRISTMAS TREES,X
2022,OHIO,ERIE,CUT CHRISTMAS TREES,X
2022,OHIO,OTTAWA,CUT CHRISTMAS TREES,X
2022,OHIO,SANDUSKY,CUT CHRISTMAS TREES,X
2022,OHIO,WYANDOT,CUT CHRISTMAS TREES,X
2022,OHIO,DEFIANCE,CUT CHRISTMAS TREES,X
2022,OHIO,FULTON,CUT CHRISTMAS TREES,X
2022,OHIO,HANCOCK,CUT CHRISTMAS TREES,X
2022,OHIO,LUCAS,CUT CHRISTMAS TREES,X
2022,OHIO,PUTNAM,CUT CHRISTMAS TREES,X
2022,OHIO,WOOD,CUT CHRISTMAS TREES,X
2022,OHIO,ADAMS,CUT CHRISTMAS TREES,X
2022,OHIO,HIGHLAND,CUT CHRISTMAS TREES,X
2022,OHIO,JACKSON,CUT CHRISTMAS TREES,X
2022,OHIO,LAWRENCE,CUT CHRISTMAS TREES,X
2022,OHIO,PIKE,CUT CHRISTMAS TREES,X
2022,OHIO,HOCKING,CUT CHRISTMAS TREES,X
2022,OHIO,BUTLER,CUT CHRISTMAS TREES,X
2022,OHIO,CLERMONT,CUT CHRISTMAS TREES,X
2022,OHIO,CLINTON,CUT CHRISTMAS TREES,X
2022,OHIO,HAMILTON,CUT CHRISTMAS TREES,X
2022,OHIO,AUGLAIZE,CUT CHRISTMAS TREES,X
2022,OHIO,CHAMPAIGN,CUT CHRISTMAS TREES,X
2022,OHIO,HARDIN,CUT CHRISTMAS TREES,X
2022,OHIO,MERCER,CUT CHRISTMAS TREES,X
2022,OHIO,MIAMI,CUT CHRISTMAS TREES,X
2022,OKLAHOMA,CANADIAN,CUT CHRISTMAS TREES,X
2022,OKLAHOMA,CREEK,CUT CHRISTMAS TREES,X
2022,OKLAHOMA,GRADY,CUT CHRISTMAS TREES,X
2022,OKLAHOMA,KINGFISHER,CUT CHRISTMAS TREES,X
2022,OKLAHOMA,PAYNE,CUT CHRISTMAS TREES,X
2022,OKLAHOMA,CHEROKEE,CUT CHRISTMAS TREES,X
2022,OKLAHOMA,HUGHES,CUT CHRISTMAS TREES,X
2022,OKLAHOMA,MUSKOGEE,CUT CHRISTMAS TREES,X
2022,OKLAHOMA,TULSA,CUT CHRISTMAS TREES,X
2022,OKLAHOMA,WAGONER,CUT CHRISTMAS TREES,X
2022,OKLAHOMA,BRYAN,CUT CHRISTMAS TREES,X
2022,OKLAHOMA,LATIMER,CUT CHRISTMAS TREES,X
2022,OREGON,MORROW,CUT CHRISTMAS TREES,X
2022,OREGON,WASCO,CUT CHRISTMAS TREES,X
2022,OREGON,UMATILLA,CUT CHRISTMAS TREES,X
2022,OREGON,WALLOWA,CUT CHRISTMAS TREES,X
2022,OREGON,LINCOLN,CUT CHRISTMAS TREES,X
2022,OREGON,GRANT,CUT CHRISTMAS TREES,X
2022,OREGON,CURRY,CUT CHRISTMAS TREES,X
2022,PENNSYLVANIA,BLAIR,CUT CHRISTMAS TREES,X
2022,PENNSYLVANIA,HUNTINGDON,CUT CHRISTMAS TREES,X
2022,PENNSYLVANIA,MIFFLIN,CUT CHRISTMAS TREES,X
2022,PENNSYLVANIA,UNION,CUT CHRISTMAS TREES,X
2022,PENNSYLVANIA,PIKE,CUT CHRISTMAS TREES,X
2022,PENNSYLVANIA,GREENE,CUT CHRISTMAS TREES,X
2022,PENNSYLVANIA,LAWRENCE,CUT CHRISTMAS TREES,X
2022,RHODE ISLAND,KENT,CUT CHRISTMAS TREES,X
2022,RHODE ISLAND,NEWPORT,CUT CHRISTMAS TREES,X
2022,SOUTH CAROLINA,LEE,CUT CHRISTMAS TREES,X
2022,SOUTH CAROLINA,HORRY,CUT CHRISTMAS TREES,X
2022,SOUTH CAROLINA,LAURENS,CUT CHRISTMAS TREES,X
2022,SOUTH CAROLINA,UNION,CUT CHRISTMAS TREES,X
2022,SOUTH CAROLINA,BARNWELL,CUT CHRISTMAS TREES,X
2022,SOUTH CAROLINA,BEAUFORT,CUT CHRISTMAS TREES,X
2022,SOUTH CAROLINA,COLLETON,CUT CHRISTMAS TREES,X
2022,SOUTH CAROLINA,HAMPTON,CUT CHRISTMAS TREES,X
2022,SOUTH CAROLINA,EDGEFIELD,CUT CHRISTMAS TREES,X
2022,SOUTH DAKOTA,SPINK,CUT CHRISTMAS TREES,X
2022,SOUTH DAKOTA,DEUEL,CUT CHRISTMAS TREES,X
2022,SOUTH DAKOTA,GRANT,CUT CHRISTMAS TREES,X
2022,SOUTH DAKOTA,LINCOLN,CUT CHRISTMAS TREES,X
2022,SOUTH DAKOTA,TURNER,CUT CHRISTMAS TREES,X
2022,SOUTH DAKOTA,YANKTON,CUT CHRISTMAS TREES,X
2022,TENNESSEE,DE KALB,CUT CHRISTMAS TREES,X
2022,TENNESSEE,GILES,CUT CHRISTMAS TREES,X
2022,TENNESSEE,MARSHALL,CUT CHRISTMAS TREES,X
2022,TENNESSEE,MAURY,CUT CHRISTMAS TREES,X
2022,TENNESSEE,RUTHERFORD,CUT CHRISTMAS TREES,X
2022,TENNESSEE,WILLIAMSON,CUT CHRISTMAS TREES,X
2022,TENNESSEE,WILSON,CUT CHRISTMAS TREES,X
2022,TENNESSEE,BLEDSOE,CUT CHRISTMAS TREES,X
2022,TENNESSEE,CUMBERLAND,CUT CHRISTMAS TREES,X
2022,TENNESSEE,FENTRESS,CUT CHRISTMAS TREES,X
2022,TENNESSEE,GRUNDY,CUT CHRISTMAS TREES,X
2022,TENNESSEE,MORGAN,CUT CHRISTMAS TREES,X
2022,TENNESSEE,VAN BUREN,CUT CHRISTMAS TREES,X
2022,TENNESSEE,DYER,CUT CHRISTMAS TREES,X
2022,TENNESSEE,ANDERSON,CUT CHRISTMAS TREES,X
2022,TENNESSEE,BLOUNT,CUT CHRISTMAS TREES,X
2022,TENNESSEE,CARTER,CUT CHRISTMAS TREES,X
2022,TENNESSEE,COCKE,CUT CHRISTMAS TREES,X
2022,TENNESSEE,GREENE,CUT CHRISTMAS TREES,X
2022,TENNESSEE,HAWKINS,CUT CHRISTMAS TREES,X
2022,TENNESSEE,JOHNSON,CUT CHRISTMAS TREES,X
2022,TENNESSEE,MONROE,CUT CHRISTMAS TREES,X
2022,TENNESSEE,POLK,CUT CHRISTMAS TREES,X
2022,TENNESSEE,ROANE,CUT CHRISTMAS TREES,X
2022,TENNESSEE,UNICOI,CUT CHRISTMAS TREES,X
2022,TENNESSEE,UNION,CUT CHRISTMAS TREES,X
2022,TENNESSEE,CHESTER,CUT CHRISTMAS TREES,X
2022,TENNESSEE,HARDEMAN,CUT CHRISTMAS TREES,X
2022,TENNESSEE,HARDIN,CUT CHRISTMAS TREES,X
2022,TENNESSEE,DICKSON,CUT CHRISTMAS TREES,X
2022,TENNESSEE,ROBERTSON,CUT CHRISTMAS TREES,X
2022,TEXAS,BOSQUE,CUT CHRISTMAS TREES,X
2022,TEXAS,COOKE,CUT CHRISTMAS TREES,X
2022,TEXAS,DALLAS,CUT CHRISTMAS TREES,X
2022,TEXAS,DENTON,CUT CHRISTMAS TREES,X
2022,TEXAS,FANNIN,CUT CHRISTMAS TREES,X
2022,TEXAS,GRAYSON,CUT CHRISTMAS TREES,X
2022,TEXAS,MONTAGUE,CUT CHRISTMAS TREES,X
2022,TEXAS,PALO PINTO,CUT CHRISTMAS TREES,X
2022,TEXAS,PARKER,CUT CHRISTMAS TREES,X
2022,TEXAS,GREGG,CUT CHRISTMAS TREES,X
2022,TEXAS,HOUSTON,CUT CHRISTMAS TREES,X
2022,TEXAS,MORRIS,CUT CHRISTMAS TREES,X
2022,TEXAS,PANOLA,CUT CHRISTMAS TREES,X
2022,TEXAS,RUSK,CUT CHRISTMAS TREES,X
2022,TEXAS,SHELBY,CUT CHRISTMAS TREES,X
2022,TEXAS,SMITH,CUT CHRISTMAS TREES,X
2022,TEXAS,WOOD,CUT CHRISTMAS TREES,X
2022,TEXAS,ANGELINA,CUT CHRISTMAS TREES,X
2022,TEXAS,BRAZOS,CUT CHRISTMAS TREES,X
2022,TEXAS,LEON,CUT CHRISTMAS TREES,X
2022,TEXAS,MONTGOMERY,CUT CHRISTMAS TREES,X
2022,TEXAS,ROBERTSON,CUT CHRISTMAS TREES,X
2022,TEXAS,WALLER,CUT CHRISTMAS TREES,X
2022,TEXAS,BANDERA,CUT CHRISTMAS TREES,X
2022,TEXAS,LAMPASAS,CUT CHRISTMAS TREES,X
2022,TEXAS,HIDALGO,CUT CHRISTMAS TREES,X
2022,TEXAS,BASTROP,CUT CHRISTMAS TREES,X
2022,TEXAS,GONZALES,CUT CHRISTMAS TREES,X
2022,TEXAS,GUADALUPE,CUT CHRISTMAS TREES,X
2022,TEXAS,LEE,CUT CHRISTMAS TREES,X
2022,TEXAS,MEDINA,CUT CHRISTMAS TREES,X
2022,TEXAS,TRAVIS,CUT CHRISTMAS TREES,X
2022,TEXAS,DUVAL,CUT CHRISTMAS TREES,X
2022,TEXAS,BRAZORIA,CUT CHRISTMAS TREES,X
2022,TEXAS,HARRIS,CUT CHRISTMAS TREES,X
2022,TEXAS,LIBERTY,CUT CHRISTMAS TREES,X
2022,UTAH,UTAH,CUT CHRISTMAS TREES,X
2022,UTAH,SUMMIT,CUT CHRISTMAS TREES,X
2022,UTAH,UINTAH,CUT CHRISTMAS TREES,X
2022,UTAH,BOX ELDER,CUT CHRISTMAS TREES,X
2022,UTAH,DAVIS,CUT CHRISTMAS TREES,X
2022,UTAH,WEBER,CUT CHRISTMAS TREES,X
2022,UTAH,WASHINGTON,CUT CHRISTMAS TREES,X
2022,VIRGINIA,AMELIA,CUT CHRISTMAS TREES,X
2022,VIRGINIA,APPOMATTOX,CUT CHRISTMAS TREES,X
2022,VIRGINIA,GREENE,CUT CHRISTMAS TREES,X
2022,VIRGINIA,HANOVER,CUT CHRISTMAS TREES,X
2022,VIRGINIA,HENRICO,CUT CHRISTMAS TREES,X
